SampleID	Study	MajorCellType	Major Lineage	Cell Family	GEOName	Organism	GeneticBackground	Sex	AGE	Tissue Source	Exclusion Marker	Treatment	CellType	Phenotype_Marker	Separation Method
GSM791139	GSE15907	precursor T cells	T lineage		preT.DN2A.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, Ter119; additional B cell exclusion markers CD19, CD138, B220, IgL-kappa, IgL-lamda		preT.DN2A.Th#1, DN2a thymocytes	Lin-/lo CD25hi CD44+ cKithi	dissection/trimming
GSM791140	GSE15907	precursor T cells	T lineage		preT.DN2A.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, Ter119; additional B cell exclusion markers CD19, CD138, B220, IgL-kappa, IgL-lamda		preT.DN2A.Th#2, DN2a thymocytes	Lin-/lo CD25hi CD44+ cKithi	dissection/trimming
GSM791141	GSE15907	precursor T cells	T lineage		preT.DN2B.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, Ter119; additional B cell exclusion markers CD19, CD138, B220, IgL-kappa, IgL-lamda		preT.DN2B.Th#1, DN2b thymocytes	Lin-/lo CD25hi CD44+ cKitint	dissection/trimming
GSM791142	GSE15907	precursor T cells	T lineage		preT.DN2B.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, Ter119; additional B cell exclusion markers CD19, CD138, B220, IgL-kappa, IgL-lamda		preT.DN2B.Th#2, DN2b thymocytes	Lin-/lo CD25hi CD44+ cKitint	dissection/trimming
GSM791143	GSE15907	precursor T cells	T lineage		preT.DN3-4.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		preT.DN3-4.Th#1, DN3-DN4 transitional thymocytes	Lin-/lo CD25int CD44- CD28+	dissection/trimming
GSM791144	GSE15907	precursor T cells	T lineage		preT.DN3-4.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		preT.DN3-4.Th#2, DN3-DN4 transitional thymocytes	Lin-/lo CD25int CD44- CD28+	dissection/trimming
GSM791145	GSE15907	precursor T cells	T lineage		preT.DN3-4.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		preT.DN3-4.Th#3, DN3-DN4 transitional thymocytes	Lin-/lo CD25int CD44- CD28+	dissection/trimming
GSM791146	GSE15907	precursor T cells	T lineage		preT.DN3A.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		preT.DN3A.Th#1, DN3a thymocytes	Lin-/lo CD25hi CD44- CD28-	dissection/trimming
GSM791147	GSE15907	precursor T cells	T lineage		preT.DN3A.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		preT.DN3A.Th#2, DN3a thymocytes	Lin-/lo CD25hi CD44- CD28-	dissection/trimming
GSM791148	GSE15907	precursor T cells	T lineage		preT.DN3A.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		preT.DN3A.Th#3, DN3a thymocytes	Lin-/lo CD25hi CD44- CD28-	dissection/trimming
GSM791149	GSE15907	precursor T cells	T lineage		preT.DN3B.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		preT.DN3B.Th#1, DN3b thymocytes	Lin-/lo CD25hi CD44- CD28+	dissection/trimming
GSM791150	GSE15907	precursor T cells	T lineage		preT.DN3B.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		preT.DN3B.Th#2, DN3b thymocytes	Lin-/lo CD25hi CD44- CD28+	dissection/trimming
GSM791151	GSE15907	precursor T cells	T lineage		preT.DN3B.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		preT.DN3B.Th#3, DN3b thymocytes	Lin-/lo CD25hi CD44- CD28+	dissection/trimming
GSM791152	GSE15907	precursor T cells	T lineage		preT.ETP-2A.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		preT.ETP-2A.Th#3, DN1-DN2 transitional population	Lin-/lo CD25int CD44+ cKit+	dissection/trimming
GSM791153	GSE15907	precursor T cells	T lineage		preT.ETP-2A.Th#4	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, Ter119; additional B cell exclusion markers CD19, CD138, B220, IgL-kappa, IgL-lamda		preT.ETP-2A.Th#4, DN1-DN2 transitional population	Lin-/lo CD25int CD44+ cKit+	dissection/trimming
GSM854335	GSE15907	precursor T cells	T lineage		preT.ETP.Th#6	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4 CD8a TCRb TCRgd CD11b CD11c NK1.1 Gr1 Ter119 CD19		preT.ETP.Th#6, Early T Lineage Progenitor	Lin-/lo CD25- CD44+ cKit+	dissection/trimming
GSM854336	GSE15907	precursor T cells	T lineage		preT.ETP.Th#7	Mouse	C57BL/6J	Male	6 WEEKS	thymus	CD19 CD138 B220 IgL-kappa IgL-lamda)		preT.ETP.Th#7, Early T Lineage Progenitor	Lin-/lo CD25- CD44+ cKit+	dissection/trimming
GSM854337	GSE15907	precursor T cells	T lineage		preT.ETP.Th#8	Mouse	C57BL/6J	Male	6 WEEKS	thymus	CD19 CD138 B220 IgL-kappa IgL-lamda)		preT.ETP.Th#8, Early T Lineage Progenitor	Lin-/lo CD25- CD44+ cKit+	dissection/trimming
GSM538343	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.CLP.BM#1	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	Ter119- Ly6c- CD3- Gr-1- CD11b-		proB.CLP.BM#1, Common Lymphoid Progenitor	CD19- IgM- CD43+ CD24- AA4.1+ CD45R- CD117+ IL7R+	dissection/trimming
GSM538346	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.CLP.BM#6	Mouse	C57BL/6J	Male	11 WEEKS	Bone marrow	Ter119 Ly6c CD3 CD11b Gr-1		proB.CLP.BM#6, Common Lymphoid Progenitor	CD19- IgM- CD43+ CD24intermediate CD45R- AA4.1+ CD117+ IL7R+	dissection/trimming
GSM538347	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.CLP.BM#8	Mouse	C57BL/6J	Male	10 WEEKS	Bone marrow	Ter119 Ly6c CD3 CD11b Gr-1		proB.CLP.BM#8, Common Lymphoid Progenitor	AA4.1+ CD117+ IL7R+ CD45R- CD24- CD19- IgM-	dissection/trimming
GSM538348	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.CLP.FL#1	Mouse	C57BL/6J	pooled male and female	6 WEEKS	Fetal Liver	Ter119 Ly6c CD11b Gr-1 CD3		proB.CLP.FL#1, Common Lymphoid Progenitor	CD19- IgM- CD43+ CD24intermediate AA4.1+ CD45R- CD117+ IL7R+	dissection/trimming
GSM538349	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.CLP.FL#2	Mouse	C57BL/6J	pooled male and female	15 DAYS	Fetal Liver	Ly6c Ter119 CD3 Gr-1 CD11b		proB.CLP.FL#2, Common Lymphoid Progenitor	CD19- IgM- CD43+ CD24intermediate AA4.1+ CD45R- CD117+ IL7R+	dissection/trimming
GSM538350	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.CLP.FL#3	Mouse	C57BL/6J	pooled male and female	15 DAYS	Fetal Liver	Ly6c Ter119 CD3 CD11b Gr-1		proB.CLP.FL#3, Common Lymphoid Progenitor	CD19- IgM- CD43+ CD24intermediate CD45R- AA4.1+ CD117+ IL7R+	dissection/trimming
GSM538351	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.FrA.BM#1	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	Ter119- Ly6c- CD3- Gr-1- CD11b-		proB.FrA.BM#1, Fr. A (pre-pro-B)	CD19- IgM- CD43+ CD24- AA4.1+ CD45R+ CD117+ IL7R+	dissection/trimming
GSM538352	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.FrA.BM#4	Mouse	C57BL/6J	Male	11 WEEKS	Bone marrow	Ter119 Ly6c CD3 CD11b Gr-1		proB.FrA.BM#4, Fr. A (pre-pro-B)	CD19- IgM- CD43+ CD24intermediate CD45R+ AA4.1+ CD117+ IL7R+	dissection/trimming
GSM538353	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.FrA.BM#5	Mouse	C57BL/6J	Male	11 WEEKS	Bone marrow	Ter119 Ly6c CD3 CD11b Gr-1		proB.FrA.BM#5, Fr. A (pre-pro-B)	CD19- IgM- CD43+ CD24intermediate CD45R+ AA4.1+ CD117+ IL7R+	dissection/trimming
GSM538354	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.FrA.BM#8	Mouse	C57BL/6J	Male	10 WEEKS	Bone marrow	Ter119 Ly6c CD3 CD11b Gr-1		proB.FrA.BM#8, Fr. A (pre-pro-B)	AA4.1+ CD117+ IL7R+ CD45R+ CD24- CD19- IgM-	dissection/trimming
GSM538355	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.FrA.FL#1	Mouse	C57BL/6J	pooled male and female	6 WEEKS	Fetal Liver	Ter119 Ly6c CD11b Gr-1 CD3		proB.FrA.FL#1, Fr. A (pre-pro-B)	CD19- IgM- CD43+ CD24intermediate AA4.1+ CD45R+ CD117+ IL7R+	dissection/trimming
GSM538356	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.FrA.FL#2	Mouse	C57BL/6J	pooled male and female	15 DAYS	Fetal Liver	Ly6c Ter119 CD3 Gr-1 CD11b		proB.FrA.FL#2, Fr. A (pre-pro-B)	CD19- IgM- CD43+ CD24intermediate AA4.1+ CD45R+ CD117+ IL7R+	dissection/trimming
GSM538357	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.FrA.FL#3	Mouse	C57BL/6J	pooled male and female	15 DAYS	Fetal Liver	Ly6c Ter119 CD3 CD11b Gr-1		proB.FrA.FL#3, Fr. A (pre-pro-B)	CD19- IgM- CD43+ CD24intermediate CD45R+ AA4.1+ CD117+ IL7R+	dissection/trimming
GSM399450	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.FrBC.BM#1	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	Ter119 Ly6c CD3 Gr1 CD11b		proB.FrBC.BM#1, Fr. B/C (pro-B)	CD19+ IgM- CD43+ AA4.1+ CD45R+	dissection/trimming
GSM476671	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.FrBC.BM#2	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	CD3 Ter119 Ly6c Cd11b Gr-1		proB.FrBC.BM#2, Fr. B/C (pro-B)	CD19+ IgM- CD43+ AA4.1+ CD45R+	dissection/trimming
GSM538418	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.FrBC.BM#4	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	CD3 Ter119 Ly6c Cd11b Gr-1		proB.FrBC.BM#4, Fr. B/C (pro-B)	CD19+ IgM- CD45R+ CD43+ HSA+	dissection/trimming
GSM2176421	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.FrBC.FL#1	Mouse	C57BL/6J	pooled male and female	15 DAYS	liver	Ter119, Ly6c, CD11b, GR1, CD3			CD19+IgM-CD43+CD24+AA4.1+CD45R+	dissection/trimming
GSM2176422	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.FrBC.FL#2	Mouse	C57BL/6J	pooled male and female	15 DAYS	liver	Ly6c, Ter119, CD3, GR1, CD11b			CD19+IgM-CD45R+AA4.1+CD43+CD24+	dissection/trimming
GSM2176423	GSE15907	progenitor B cells	Pre/Prog/Stem Lineages		proB.FrBC.FL#3	Mouse	C57BL/6J	pooled male and female	15 DAYS	liver	Ly6c, Ter119, CD3, CD11b, GR1			CD19+IgM-CD45R+CD24+CD43+AA4.1+	dissection/trimming
GSM791114	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.CDP.BM#1	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	CD11b TER119 Ly6G CD3e CD45R		SC.CDP.BM#1, 2/22/11 sample CDP	Sca1- Flt3+ MCSFR+ cKitlo	dissection/trimming
GSM791115	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.CDP.BM#2	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	CD11b TER119 Ly6G CD3e CD45R		SC.CDP.BM#2, Bone Marrow CDP	Sca1- Flt3+ MCSFR+ cKitlo	dissection/trimming
GSM791116	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.CDP.BM#3	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	CD11b TER119 Ly6G CD3e CD45R		SC.CDP.BM#3, Bone Marrow CDP	Sca1- Flt3+ MCSFR+ cKitlo	dissection/trimming
GSM791117	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.CMP.BM.DR#1	Mouse	C57BL/6J	Male	9 WEEKS	Bone marrow	PI		SC.CMP.BM#1, CMP Lin-IL7R-Sca1-ckit+FcgRloCD34+ common myeloid progenitor	Lineage- Kit+ Sca1- CD34+ FcgRlow	dissection/trimming
GSM791118	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.CMP.BM.DR#2	Mouse	C57BL/6J	Male	9 WEEKS	Bone marrow	PI		SC.CMP.BM#2, CMP Lin-IL7R-Sca1-ckit+FcgRloCD34+ common myeloid progenitor	Lineage- Kit+ Sca1- CD34+ FcgRlow	dissection/trimming
GSM791119	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.GMP.BM#1	Mouse	C57BL/6J	Male	8 WEEKS	Bone marrow	CD11b TER119 Gr-1 B220 CD3		SC.GMP.BM#1, Lineage- sca1- ckithi CD34+ FcgRhi	Lineage- sca1- ckithi CD34+ FcgRhi	dissection/trimming
GSM791120	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.GMP.BM#2	Mouse	C57BL/6J	Male	8 WEEKS	Bone marrow	CD11b TER119 Gr-1 B220 CD3		SC.GMP.BM#2, Lineage- sca1- ckithi CD34+ FcgRhi	Lineage- sca1- ckithi CD34+ FcgRhi	dissection/trimming
GSM791121	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.GMP.BM#3	Mouse	C57BL/6J	Male	8 WEEKS	Bone marrow	CD11b TER119 Gr-1 B220 CD3		SC.GMP.BM#3, Lineage- sca1- ckithi  iCD34+ FcgRhi	Lineage- sca1- ckithi CD34+ FcgRhi	dissection/trimming
GSM791102	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.LT34F.BM#1	Mouse	C57BL/6J	Male	9 WEEKS	Bone marrow	PI		SC.LT34F.BM#1, CD34-FLK2- LT-HSC CD34-Flk2-Lin-c-kit+Sca1+	Lineage- cKit+ Sca-1+ flk2- CD34-	dissection/trimming
GSM791103	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.LT34F.BM#2	Mouse	C57BL/6J	Male	9 WEEKS	Bone marrow	PI		SC.LT34F.BM#2, :  CD34-FLK2- LT-HSC CD34-Flk2-Lin-c-kit+Sca1+	Lineage- cKit+ Sca-1+ flk2- CD34-	dissection/trimming
GSM791104	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.LT34F.BM#3	Mouse	C57BL/6J	Male	9 WEEKS	Bone marrow	PI		SC.LT34F.BM#3, CD34-FLK2- LT-HSC CD34-Flk2-Lin-c-kit+Sca1+	Lineage- cKit+ Sca-1+ flk2- CD34-	dissection/trimming
GSM791126	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.LTSL.FL#1	Mouse	C57BL/6J	pooled male and female	14 DAYS	Fetal Liver	TER119 Ly6c CD11b GR1 CD3		SC.LTSL.FL#1, lineage- CD150+CD48- AA4.1+ CD43+	IgM- CD24- CD117+ IL7R- CD150+ CD48- AA4.1+ CD43+	dissection/trimming
GSM791127	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.LTSL.FL#2	Mouse	C57BL/6J	pooled male and female	14 DAYS	Fetal Liver	TER119 Ly6c CD11b GR1 CD3		SC.LTSL.FL#2, IgM-CD24-CD117+IL7R-CD150+CD48-AA4.1+CD43+	IgM- CD24- CD117+ IL7R- CD150+ CD48- AA4.1+ CD43+	dissection/trimming
GSM791128	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.LTSL.FL#3	Mouse	C57BL/6J	pooled male and female	15 DAYS	Fetal Liver	TER119 Ly6c CD11b GR1 CD3		SC.LTSL.FL#3, IgM-CD24-CD117+IL7R-CD150+CD48-AA4.1+CD43+	IgM- CD24- CD117+ IL7R- CD150+ CD48- AA4.1+ CD43+	dissection/trimming
GSM791105	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.MDP.BM#1	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	CD11b TER119 Ly6G CD3e CD45R		SC.MDP.BM#1, 5000 mdp in 250ul trizol for pooling	Sca1- Flt3+ MCSFR+ cKithi	dissection/trimming
GSM791106	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.MDP.BM#2	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	CD11b TER119 Ly6G CD3e CD45R		SC.MDP.BM#2, 2/8/11 sample   Combine with 2/15/11 sample for 10,000 cells for analysis	Sca1- Flt3+ MCSFR+ cKithi	dissection/trimming
GSM791107	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.MDP.BM#3	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	CD11b TER119 Ly6G CD3e CD45R		SC.MDP.BM#3, 2.15.11 sample.   Combine with 2.8.11 sample for 10,000 total	Sca1- Flt3+ MCSFR+ cKithi	dissection/trimming
GSM791108	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.MEP.BM#1	Mouse	C57BL/6J	Male	9 WEEKS	Bone marrow	PI		SC.MEP.BM#1, MEP Lin-IL7R-Sca1-ckit+FcgRloCD34- megakaryocyte-erythroid progenitor	Lineage- Kit+ Sca1- CD34- FcgR-/low	dissection/trimming
GSM791109	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.MEP.BM#2	Mouse	C57BL/6J	Male	9 WEEKS	Bone marrow	PI		SC.MEP.BM#2, MEP Lin-IL7R-Sca1-ckit+FcgRloCD34- megakaryocyte-erythroid progenitor	Lineage- Kit+ Sca1- CD34- FcgR-/low	dissection/trimming
GSM791110	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.MPP34F.BM#1	Mouse	C57BL/6J	Male	9 WEEKS	Bone marrow	PI		SC.MPP34F.BM#1, CD34+Flk2+ MPP CD34+Flk2+Lin-c-kit+Sca1+ multipotent progenitor	Lineage- cKit+ Sca-1+ flk2+ CD34+	dissection/trimming
GSM791111	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.MPP34F.BM#2	Mouse	C57BL/6J	Male	9 WEEKS	Bone marrow	PI		SC.MPP34F.BM#2, CD34+Flk2+ MPP CD34+Flk2+Lin-c-kit+Sca1+ multipotent progenitor	Lineage- cKit+ Sca-1+ flk2+ CD34+	dissection/trimming
GSM791112	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.ST34F.BM#1	Mouse	C57BL/6J	Male	9 WEEKS	Bone marrow	PI		SC.ST34F.BM#1, CD34+Flk2- ST-HSC CD34+Flk2-Lin-c-kit+Sca1+ multipotent progenitor	Lineage- cKit+ Sca-1+ flk2- CD34+	dissection/trimming
GSM791113	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.ST34F.BM#2	Mouse	C57BL/6J	Male	9 WEEKS	Bone marrow	PI		SC.ST34F.BM#2, CD34+Flk2- ST-HSC CD34+Flk2-Lin-c-kit+Sca1+ multipotent progenitor	Lineage- cKit+ Sca-1+ flk2- CD34+	dissection/trimming
GSM399454	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.STSL.BM#1	Mouse	C57BL/6J	Male	10 WEEKS	Bone marrow	Ly6c Ter119 CD11b CD3 GR1 IgM CD24		SC.STSL.BM#1, short-term reconstituting stem cell	CD117+ IL7R- CD150- CD48- AA4.1+ CD43+	dissection/trimming
GSM476654	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.STSL.BM#2	Mouse	C57BL/6J	Male	10 WEEKS	Bone marrow	Ly6c Ter119 GR1 CD11b CD3		SC.STSL.BM#2, short-term reconstituting stem cell	CD117+ IL7R- CD150- CD48- AA4.1+ CD43+	dissection/trimming
GSM399455	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.STSL.BM#3	Mouse	C57BL/6J	Male	11 WEEKS	Bone marrow	Ly6c Ter119 CD11b CD3 GR1 IgM CD24		SC.STSL.BM#3, short-term reconstituting stem cell	CD117+ IL7R- CD150- CD48- AA4.1+ CD43+	dissection/trimming
GSM791122	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.STSL.FL#1	Mouse	C57BL/6J	pooled male and female	14 DAYS	Fetal Liver	TER119 Ly6c CD11b GR1 CD3		SC.STSL.FL#1, lineage-IgM-CD24-CD117+IL7R-CD150-CD48- AA4.1+CD43+	IgM- CD24- CD117+ IL7R- CD150- CD48- AA4.1+ CD43+	dissection/trimming
GSM791123	GSE15907	Stem cells	Pre/Prog/Stem Lineages		SC.STSL.FL#3	Mouse	C57BL/6J	pooled male and female	15 DAYS	Fetal Liver	Ly6c TER119 CD3 GR1 CD11b		SC.STSL.FL#3, IgM-CD24-CD117+IL7R-CD150-CD48-AA4.1+CD43+	IgM- CD24- CD117+ IL7R- CD150- CD48- AA4.1+ CD43+	dissection/trimming
GSM777067	GSE15907	Stromal cells	Stroma		St.31-38-44-.SLN#1	Mouse	C57BL/6J	Male	6 WEEKS	cutaneous LN	CD45 gp38 CD31 CD44		St.31-38-44-.SLN#1, cutaneous lymph node CD44- double negative stromal cell	CD45- gp38- CD31- CD44-	dissection/trimming
GSM777068	GSE15907	Stromal cells	Stroma		St.31-38-44-.SLN#2	Mouse	C57BL/6J	Male	6 WEEKS	cutaneous LN	CD45 gp38 CD31 CD44		St.31-38-44-.SLN#2, cutaneous lymph node CD44- double negative stromal cell	CD45- gp38- CD31- CD44-	dissection/trimming
GSM777069	GSE15907	Stromal cells	Stroma		St.31-38-44-.SLN#3	Mouse	C57BL/6J	Male	6 WEEKS	cutaneous LN	CD45 gp38 CD31 CD44		St.31-38-44-.SLN#3, lymph node stromal cells negative for CD31, gp38 and CD44	CD45- gp38- CD31- CD44-	dissection/trimming
GSM605753	GSE15907	CD4 T cells	T lineage		T.4.LN.BDC#2	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LN	11b- 11c- 19- 25- 49b- Gr1- TER119-		T.4.LN.BDC#2, Subcutaneous LN CD4, BDC islet-reactive TCR Tg	4+ 8- BDC+	dissection/trimming
GSM605754	GSE15907	CD4 T cells	T lineage		T.4.LN.BDC#3	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LN	11b- 11c- 19- 25- 49b- Gr1- TER119-		T.4.LN.BDC#3, Subcutaneous LN CD4, BDC islet-reactive TCR Tg	4+ 8- BDC+	dissection/trimming
GSM605755	GSE15907	CD4 T cells	T lineage		T.4.LN.BDC#4	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LN	11b- 11c- 19- 25- 49b- Gr1- TER119-		T.4.LN.BDC#4, Subcutaneous LN CD4, BDC islet-reactive TCR Tg	4+ 8- BDC+	dissection/trimming
GSM605756	GSE15907	CD4 T cells	T lineage		T.4.Pa.BDC#2	Mouse	C57BL/6J	Male	6 WEEKS	pancreas	11b- 11c- 19- 25- 49b- Gr1- TER119-		T.4.Pa.BDC#2, Pancreas-Infiltrating CD4, BDC islet-reactive TCR Tg	4+ 8- BDC+	dissection/trimming
GSM605757	GSE15907	CD4 T cells	T lineage		T.4.Pa.BDC#5	Mouse	C57BL/6J	Male	6 WEEKS	pancreas	11b- 11c- 19- 25- 49b- Gr1- TER119-		T.4.Pa.BDC#5, Pancreas-Infiltrating CD4, BDC islet-reactive TCR Tg	4+ 8- BDC+	dissection/trimming
GSM605758	GSE15907	CD4 T cells	T lineage		T.4.PLN.BDC#1	Mouse	C57BL/6J	Male	6 WEEKS	Pancreatic LN	11b- 11c- 19- 25- 49b- Gr1- TER119-		T.4.PLN.BDC#1, Pancreatic LN CD4, BDC islet-reactive TCR Tg	4+ 8- BDC+	dissection/trimming
GSM605759	GSE15907	CD4 T cells	T lineage		T.4.PLN.BDC#2	Mouse	C57BL/6J	Male	6 WEEKS	Pancreatic LN	11b- 11c- 19- 25- 49b- Gr1- TER119-		T.4.PLN.BDC#2, Pancreatic LN CD4, BDC islet-reactive TCR Tg	4+ 8- BDC+	dissection/trimming
GSM605760	GSE15907	CD4 T cells	T lineage		T.4.PLN.BDC#4	Mouse	C57BL/6J	Male	6 WEEKS	Pancreatic LN	11b- 11c- 19- 25- 49b- Gr1- TER119-		T.4.PLN.BDC#4, Pancreatic LN CD4, BDC islet-reactive TCR Tg	4+ 8- BDC+	dissection/trimming
GSM399362	GSE15907	CD4 T cells	T lineage		T.4+8int.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.4+8int.Th#1, Positive Selection, Intermediate	4+ 8int TCRhi	dissection/trimming
GSM399363	GSE15907	CD4 T cells	T lineage		T.4+8int.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.4+8int.Th#2, Positive Selection, Intermediate	4+ 8int TCRhi	dissection/trimming
GSM399364	GSE15907	CD4 T cells	T lineage		T.4+8int.Th#4	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.4+8int.Th#3, Positive Selection, Intermediate	4+ 8int TCRhi	dissection/trimming
GSM605766	GSE15907	CD4 T cells	T lineage		T.4FP3-.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11b- 11c- 19- 49b- Gr1- TER119-		T.4FP3-.Sp#1, Spleen Na????ve CD4 FoxP3- 25-	4+ 8- GFP- 44lo	dissection/trimming
GSM605767	GSE15907	CD4 T cells	T lineage		T.4FP3-.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11b- 11c- 19- 49b- Gr1- TER119-		T.4FP3-.Sp#2, Spleen Na????ve CD4 FoxP3- 25-	4+ 8- GFP- 44lo	dissection/trimming
