ImmGenName	SampleID	Study	MajorCellType	Major Lineage	Cell Family	GEOName	Organism	GeneticBackground	Sex	AGE	Tissue Source	Exclusion Marker	Treatment	CellType	Phenotype_Marker	Separation Method
CD19Control#05	GSM403992	GSE15907	CD19 controls	B lineage		CD19Control#05	Mouse	C57BL/6J	Male	6 WEEKS	spleen	NA		CD19 Control#5	19+ 4- 8-	FACS
CD19Control#06	GSM403993	GSE15907	CD19 controls	B lineage		CD19Control#06	Mouse	C57BL/6J	Male	6 WEEKS	spleen	NA		CD19 Control#6	19+ 4- 8-	FACS
CD4Control#01	GSM403995	GSE15907	CD4 T cells	T lineage		CD4Control#01	Mouse	C57BL/6J	Male	6 WEEKS	spleen	NA		CD4 Control#1	4+ 8- B220-	FACS
CD4Control#02	GSM403994	GSE15907	CD4 T cells	T lineage		CD4Control#02	Mouse	C57BL/6J	Male	6 WEEKS	spleen	NA		CD4 Control#2	4+8-B220-	dissection/trimming
CD4Control#03	GSM403997	GSE15907	CD4 T cells	T lineage		CD4Control#03	Mouse	C57BL/6J	Male	6 WEEKS	spleen	NA		CD4 Control#3	4+8-B220-	dissection/trimming
CD4Control#04	GSM403996	GSE15907	CD4 T cells	T lineage		CD4Control#04	Mouse	C57BL/6J	Male	6 WEEKS	spleen	NA		CD4 Control#4	4+ 8- B220-	FACS
CD4Control#05	GSM403998	GSE15907	CD4 T cells	T lineage		CD4Control#05	Mouse	C57BL/6J	Male	6 WEEKS	spleen	NA		CD4 Control#5	4+ 8- B220-	FACS
CD4Control#06	GSM403999	GSE15907	CD4 T cells	T lineage		CD4Control#06	Mouse	C57BL/6J	Male	6 WEEKS	spleen	NA		CD4 Control#6	4+ 8- B220-	FACS
CD4TESTCJ#2	GSM404003	GSE15907	CD4 T cells	T lineage		CD4TESTCJ#2	Mouse	4+ 8- B220-	Male	6 WEEKS	spleen	NA		CD4 Test CJ#2	4+8-B220-	dissection/trimming
CD4TESTCJ#3	GSM404004	GSE15907	CD4 T cells	T lineage		CD4TESTCJ#3	Mouse	4+ 8- B220-	Male	6 WEEKS	spleen	NA		CD4 Test CJ#3	4+8-B220-	dissection/trimming
CD4TESTDB#1	GSM403987	GSE15907	CD4 T cells	T lineage		CD4TESTDB#1	Mouse	4+ 8- B220-	Male	6 WEEKS	spleen	NA		CD4 Test DB#1	4+8-B220-	dissection/trimming
CD4TESTJS#1	GSM404000	GSE15907	CD4 T cells	T lineage		CD4TESTJS#1	Mouse	4+ 8- B220-	Male	6 WEEKS	spleen	NA		CD4 Test JS#1	4+8-B220-	dissection/trimming
CD4TESTJS#2	GSM404001	GSE15907	CD4 T cells	T lineage		CD4TESTJS#2	Mouse	4+ 8- B220-	Male	6 WEEKS	spleen	NA		CD4 Test JS#2	4+8-B220-	dissection/trimming
CD4TESTJS#3	GSM404002	GSE15907	CD4 T cells	T lineage		CD4TESTJS#3	Mouse	4+ 8- B220-	Male	6 WEEKS	spleen	NA		CD4 Test JS#3	4+8-B220-	dissection/trimming
CD4TESTNA#1	GSM403986	GSE15907	CD4 T cells	T lineage		CD4TESTNA#1	Mouse	4+ 8- B220-	Male	6 WEEKS	spleen	NA		CD4 Test NA#1	4+8-B220-	dissection/trimming
DC.103-11b+24+.Lu#1	GSM854269	GSE15907	Dendritic Cells	Myeloid		DC.103-11b+24+.Lu#1	Mouse	C57BL/6J	Male	8 WEEKS	lung	SiglecF CD3 DX5 B220		DC.103-11b+24+.Lu#1, MHCII+CD11c+CD103-CD11b+CD24+	MHCII+ CD11c+ CD103- CD11b+ CD24+	dissection/trimming
DC.103-11b+24+.Lu#2	GSM854270	GSE15907	Dendritic Cells	Myeloid		DC.103-11b+24+.Lu#2	Mouse	C57BL/6J	Male	8 WEEKS	lung	SiglecF CD3 DX5 B220		DC.103-11b+24+.Lu#2, MHCII+CD11c+CD103-CD11b+CD24+	MHCII+ CD11c+ CD103- CD11b+ CD24+	dissection/trimming
DC.103-11b+F4/80lo.Kd#1	GSM854273	GSE15907	Dendritic Cells	Myeloid		DC.103-11b+F4/80lo.Kd#1	Mouse	C57BL/6J	Male	6 WEEKS	kidney	CD3 B220 NKp46 CD103		DC.103-11b+F4/80lo.Kd#1, Kidney CD103- CD11b+ F4/80lo DC	CD45+ CD11c+ I-A/I-E+ CD11b+ F4/80lo	dissection/trimming
DC.103-11b+F4/80lo.Kd#2	GSM854274	GSE15907	Dendritic Cells	Myeloid		DC.103-11b+F4/80lo.Kd#2	Mouse	C57BL/6J	Male	6 WEEKS	kidney	CD3 B220 NKp46 CD103		DC.103-11b+F4/80lo.Kd#2, Kidney CD103- CD11b+ F4/80lo DC	CD45+ CD11c+ I-A/I-E+ CD11b+ F4/80lo	dissection/trimming
DC.103-11b+F4/80lo.Kd#3	GSM854275	GSE15907	Dendritic Cells	Myeloid		DC.103-11b+F4/80lo.Kd#3	Mouse	C57BL/6J	Male	6 WEEKS	kidney	CD3 B220 NKp46 CD103		DC.103-11b+F4/80lo.Kd#3, Kidney CD103- CD11b+ F4/80lo DC	CD45+ CD11c+ I-A/I-E+ CD11b+ F4/80lo	dissection/trimming
DC.103+11b-.Lu#1	GSM538231	GSE15907	Dendritic Cells	Myeloid		DC.103+11b-.Lu#1	Mouse	C57BL/6J	Male	6 WEEKS	lung	Positive CD11c selection		DC.103+11b-.Lu#1, lung CD103+ dendritic cells	CD11chi CD11b low CD103+ MHCII+ SiglecF-	dissection/trimming
DC.103+11b-.Lu#2	GSM538232	GSE15907	Dendritic Cells	Myeloid		DC.103+11b-.Lu#2	Mouse	C57BL/6J	Male	6 WEEKS	lung	Positive CD11c selection		DC.103+11b-.Lu#2, lung CD103+ dendritic cells	CD11chi CD11b low CD103+ MHCII+ SiglecF-	dissection/trimming
DC.103+11b-.Lu#3	GSM538233	GSE15907	Dendritic Cells	Myeloid		DC.103+11b-.Lu#3	Mouse	C57BL/6J	Male	6 WEEKS	lung	Positive CD11c selection		DC.103+11b-.Lu#3, lung CD103+ dendritic cells	CD11chi CD11b low CD103+ MHCII+ SiglecF-	dissection/trimming
DC.103+11b-.Lu#4	GSM854241	GSE15907	Dendritic Cells	Myeloid		DC.103+11b-.Lu#4	Mouse	C57BL/6J	Male	8 WEEKS	lung	SiglecF CD3 DX5 B220		DC.103+11b-.Lu#4	MHCII+ CD11c+ CD103+ CD11b	dissection/trimming
DC.103+11b-.Lu#5	GSM854242	GSE15907	Dendritic Cells	Myeloid		DC.103+11b-.Lu#5	Mouse	C57BL/6J	Male	8 WEEKS	lung	SiglecF CD3 DX5 B220		DC.103+11b-.Lu#5	MHCII+ CD11c+ CD103+ CD11b	dissection/trimming
DC.103+11b-.Lv#1	GSM538234	GSE15907	Dendritic Cells	Myeloid		DC.103+11b-.Lv#1	Mouse	C57BL/6J	Male	8 WEEKS	liver	NA		DC.103+11b-.Lv#1, liver CD103+ dendritic cells	CD45+ CD11c+ MHC-II+ CD11b low CD103+	dissection/trimming
DC.103+11b-.Lv#2	GSM538235	GSE15907	Dendritic Cells	Myeloid		DC.103+11b-.Lv#2	Mouse	C57BL/6J	Male	8 WEEKS	liver	NA		DC.103+11b-.Lv#2, liver CD103+ dendritic cells	CD45+ CD11c+ MHC-II+ CD11b low CD103+	dissection/trimming
DC.4+.MLN#1	GSM538242	GSE15907	Dendritic Cells	Myeloid		DC.4+.MLN#1	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.4+.MLN#1, mesenteric LN CD4+ dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
DC.4+.MLN#2	GSM538243	GSE15907	Dendritic Cells	Myeloid		DC.4+.MLN#2	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.4+.MLN#2, mesenteric LN CD4+ dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
DC.4+.MLN#3	GSM538244	GSE15907	Dendritic Cells	Myeloid		DC.4+.MLN#3	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.4+.MLN#3, mesenteric LN CD4+ dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
DC.4+.SLN#1	GSM538245	GSE15907	Dendritic Cells	Myeloid		DC.4+.SLN#1	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI SA-PECy7		DC.4+.SLN#1, skin draining LN CD4+dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
DC.4+.SLN#2	GSM538246	GSE15907	Dendritic Cells	Myeloid		DC.4+.SLN#2	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI SA-PECy7		DC.4+.SLN#2, skin draining LN CD4+dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
DC.4+.SLN#3	GSM538247	GSE15907	Dendritic Cells	Myeloid		DC.4+.SLN#3	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI SA-PECy7		DC.4+.SLN#3, skin draining LN CD4+dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
DC.4+.Sp.ST#4	GSM605826	GSE15907	Dendritic Cells	Myeloid		DC.4+.Sp.ST#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.4+.Sp#4, CD4 CDs	CD11b CD4 CD45 CD11c CD8a	dissection/trimming
DC.4+.Sp.ST#5	GSM538248	GSE15907	Dendritic Cells	Myeloid		DC.4+.Sp.ST#5	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.4+.Sp#5, spleen CD4+ dendritic cell	CD11b CD45 CD4 CD11c CD8a	dissection/trimming
DC.4+.Sp.ST#7	GSM538249	GSE15907	Dendritic Cells	Myeloid		DC.4+.Sp.ST#7	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.4+.Sp#7, spleen CD4+ dendritic cell	CD11b CD11c CD45 CD8a CD4	dissection/trimming
DC.4+.Sp.ST#8	GSM538250	GSE15907	Dendritic Cells	Myeloid		DC.4+.Sp.ST#8	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.4+.Sp#8, spleen CD4+ dendritic cell	CD11b CD11c CD45 CD8a CD4	dissection/trimming
DC.4+.Sp.ST#9	GSM538251	GSE15907	Dendritic Cells	Myeloid		DC.4+.Sp.ST#9	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.4+.Sp#9, spleen CD4+ dendritic cell	CD11b CD11c CD45 CD8a CD4	dissection/trimming
DC.8-.Th#1	GSM605831	GSE15907	Dendritic Cells	Myeloid		DC.8-.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Streptavidin-PECy7, propidium iodide		DC.8-.Th#1, thymus CD8- DCs	CD11b-FITC CD4-PE MHCII-APC CD11c-eFluor780 CD8-eFluor450	dissection/trimming
DC.8-.Th#2	GSM605832	GSE15907	Dendritic Cells	Myeloid		DC.8-.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Streptavidin-PECy7, propidium iodide		DC.8-.Th#2, thymus CD8- DCs	CD11b-FITC CD4-PE MHCII-APC CD11c-eFluor780 CD8-eFluor450	dissection/trimming
DC.8-.Th#3	GSM605833	GSE15907	Dendritic Cells	Myeloid		DC.8-.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Streptavidin-PECy7, propidium iodide		DC.8-.Th#3, thymus CD8- DCs	CD11b-FITC CD4-PE MHCII-APC CD11c-eFluor780 CD8-eFluor450	dissection/trimming
DC.8-4-11b-.MLN#1	GSM605834	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.MLN#1	Mouse	C57BL/6J	Male	6 WEEKS	mesenteric lymph node	PI SA-PECy7		DC.8-4-11b-.MLN#1, CD11c+, CD8a-, CD4-, CD11b-	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
DC.8-4-11b-.MLN#3	GSM605835	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.MLN#3	Mouse	C57BL/6J	Male	6 WEEKS	mesenteric lymph node	PI SA-PECy7		DC.8-4-11b-.MLN#3, CD11c+, CD8a-, CD4-, CD11b-	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
DC.8-4-11b-.MLN#6	GSM605836	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.MLN#6	Mouse	C57BL/6J	Male	6 WEEKS	mesenteric LNs	PI SA-PECy7		DC.8-4-11b-.MLN#6, triple negative: CD11c+, CD11b-, CD4-, CD8-	CD45-APC CD11b-FITC CD11c-eFluor780 CD4-PE CD8a-eFluor450	dissection/trimming
DC.8-4-11b-.SLN#3	GSM854291	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.SLN#3	Mouse	C57BL/6J	Male	6 WEEKS	subcutaneous LN	PI SA-PECy7		DC.8-4-11b-.SLN#3, CD11c+, CD8a-, CD4-, CD11b- DCs (triple negative)	CD11b-FITC CD4-PE CD11c-eFluor780 CD8a-eFluor450 CD45-APC	dissection/trimming
DC.8-4-11b-.SLN#4	GSM854292	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.SLN#4	Mouse	C57BL/6J	Male	6 WEEKS	subcutaneous LN	PI SA-PECy7		DC.8-4-11b-.SLN#4, CD11c+, CD8a-, CD4-, CD11b- DCs (triple negative)	CD11b-FITC CD4-PE CD11c-eFluor780 CD8a-eFluor450 CD45-APC	dissection/trimming
DC.8-4-11b-.SLN#5	GSM854293	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.SLN#5	Mouse	C57BL/6J	Male	6 WEEKS	subcutaneous LN	PI SA-PECy7		DC.8-4-11b-.SLN#5, CD11c+, CD8a-, CD4-, CD11b- DCs (triple negative)	CD11b-FITC CD4-PE CD11c-eFluor780 CD8a-eFluor450 CD45-APC	dissection/trimming
DC.8-4-11b-.Sp#1	GSM605837	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8-4-11b-.Sp#1, triple negative: CD11c+, CD11b-, CD4-, CD8-	CD45-APC CD11b-FITC CD11c-eFluor780 CD4-PE CD8a-eFluor450	dissection/trimming
DC.8-4-11b-.Sp#2	GSM605838	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8-4-11b-.Sp#2, triple negative: CD11c+, CD11b-, CD4-, CD8-	CD45-APC CD11b-FITC CD11c-eFluor780 CD4-PE CD8a-eFluor450	dissection/trimming
DC.8-4-11b-.Sp#4	GSM605839	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.Sp#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	Propidium iodide SA-PECy7		DC.8-4-11b-.Sp#4, CD11c+, CD8a-, CD4-, CD11b- DCs (triple negative)	CD11b-FITC CD4-PE CD11c-eFluor780 CD8a-eFluor450 CD45-APC	dissection/trimming
DC.8-4-11b+.MLN#3	GSM538262	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.MLN#3	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.8-4-11b+.MLN#3, mesenteric LN double negative dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
DC.8-4-11b+.MLN#4	GSM538263	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.MLN#4	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.8-4-11b+.MLN#4, mesenteric LN double negative dendritic cell	CD45-APC CD11b-FITC CD11c-eFluor780 CD4-PE CD8a-eFluor450	dissection/trimming
DC.8-4-11b+.MLN#5	GSM538264	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.MLN#5	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.8-4-11b+.MLN#5, mesenteric LN double negative dendritic cell	CD45-APC CD11b-FITC CD11c-eFluor780 CD4-PE CD8a-eFluor450	dissection/trimming
DC.8-4-11b+.SLN#2	GSM854285	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.SLN#2	Mouse	C57BL/6J	Male	6 WEEKS	subcutaneous LN	PI SA-PECy7		DC.8-4-11b+.SLN#2, double negative: CD11c+, CD11b+, CD4-, CD8-	CD45-APC CD11b-FITC CD11c-eFluor780 CD4-PE CD8a-eFluor450	dissection/trimming
DC.8-4-11b+.SLN#3	GSM854286	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.SLN#3	Mouse	C57BL/6J	Male	6 WEEKS	subcutaneous LN	PI SA-PECy7		DC.8-4-11b+.SLN#3, double negative: CD11c+, CD11b+, CD4-, CD8-	CD45-APC CD11b-FITC CD11c-eFluor780 CD4-PE CD8a-eFluor450	dissection/trimming
DC.8-4-11b+.SLN#4	GSM854287	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.SLN#4	Mouse	C57BL/6J	Male	6 WEEKS	subcutaneous LN	PI SA-PECy7		DC.8-4-11b+.SLN#4, CD11c+, CD8a-, CD4-, CD11b+ DCs (double negative)	CD11b-FITC CD4-PE CD11c-eFluor780 CD8a-eFluor450 CD45-APC	dissection/trimming
DC.8-4-11b+.Sp#1	GSM538265	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8-4-11b+.Sp#1, spleen double negative dendritic cell	CD11b CD4 CD45 CD11c CD8a	dissection/trimming
DC.8-4-11b+.Sp#2	GSM538266	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8-4-11b+.Sp#2, spleen double negative dendritic cell	CD11b CD11c CD45 CD8a CD4	dissection/trimming
DC.8-4-11b+.Sp#3	GSM538267	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8-4-11b+.Sp#3, spleen double negative dendritic cell	CD11b CD11c CD45 CD8a CD4	dissection/trimming
DC.8+.MLN#1	GSM538252	GSE15907	Dendritic Cells	Myeloid		DC.8+.MLN#1	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.8+.MLN#1, mesenteric LN CD8+ dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
DC.8+.MLN#2	GSM538253	GSE15907	Dendritic Cells	Myeloid		DC.8+.MLN#2	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.8+.MLN#2, mesenteric LN CD8+ dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
DC.8+.MLN#3	GSM538254	GSE15907	Dendritic Cells	Myeloid		DC.8+.MLN#3	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.8+.MLN#3, mesenteric LN CD8+ dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
DC.8+.SLN#1	GSM538255	GSE15907	Dendritic Cells	Myeloid		DC.8+.SLN#1	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI SA-PECy7		DC.8+.SLN#1, skin draining LN CD8+ dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
DC.8+.SLN#2	GSM538256	GSE15907	Dendritic Cells	Myeloid		DC.8+.SLN#2	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI SA-PECy7		DC.8+.SLN#2, skin draining LN CD8+ dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
DC.8+.SLN#3	GSM538257	GSE15907	Dendritic Cells	Myeloid		DC.8+.SLN#3	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI SA-PECy7		DC.8+.SLN#3, skin draining LN CD8+ dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
DC.8+.Sp.ST#5	GSM538258	GSE15907	Dendritic Cells	Myeloid		DC.8+.Sp.ST#5	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8+.Sp#5, spleen CD8+ dendritic cell	CD11b CD4 CD45 CD11c CD8a	dissection/trimming
DC.8+.Sp.ST#6	GSM538259	GSE15907	Dendritic Cells	Myeloid		DC.8+.Sp.ST#6	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8+.Sp#6, spleen CD8+ dendritic cell	CD11b CD4 CD45 CD11c CD8a	dissection/trimming
DC.8+.Sp.ST#7	GSM605827	GSE15907	Dendritic Cells	Myeloid		DC.8+.Sp.ST#7	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8+.Sp#7, CD8 DCs	CD11b CD45 CD4 CD11c CD8a	dissection/trimming
DC.8+.Sp.ST#8	GSM538260	GSE15907	Dendritic Cells	Myeloid		DC.8+.Sp.ST#8	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8+.Sp#8, spleen CD8+ dendritic cell	CD11b CD11c CD45 CD8a CD4	dissection/trimming
DC.8+.Sp.ST#9	GSM538261	GSE15907	Dendritic Cells	Myeloid		DC.8+.Sp.ST#9	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8+.Sp#9, spleen CD8+ dendritic cell	CD11b CD11c CD45 CD8a CD4	dissection/trimming
DC.8+.Th#1	GSM605828	GSE15907	Dendritic Cells	Myeloid		DC.8+.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Streptavidin-PECy7, propidium iodide		DC.8+.Th#1, thymus CD8+ DCs (2 sorts pooled)	CD11b-FITC CD4-PE MHCII-APC CD11c-eFluor780 CD8-eFluor450	dissection/trimming
DC.8+.Th#2	GSM605829	GSE15907	Dendritic Cells	Myeloid		DC.8+.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Streptavidin-PECy7, propidium iodide		DC.8+.Th#2, thymus CD8+ DCs	CD11b-FITC CD4-PE MHCII-APC CD11c-eFluor780 CD8-eFluor450	dissection/trimming
DC.8+.Th#3	GSM605830	GSE15907	Dendritic Cells	Myeloid		DC.8+.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Streptavidin-PECy7, propidium iodide		DC.8+.Th#3, thymus CD8+ DCs	CD11b-FITC CD4-PE MHCII-APC CD11c-eFluor780 CD8-eFluor450	dissection/trimming
DC.IIhilang-103-11b+.SLN#1	GSM538274	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang-103-11b+.SLN#1	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang-103-11b+.SLN#1, skin draining LN MHC IIhi langerin- CD103- CD11b+ dendritic cell	MHCIIhi CD11c+ Langerin- CD103- CD11b+	dissection/trimming
DC.IIhilang-103-11b+.SLN#2	GSM538275	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang-103-11b+.SLN#2	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang-103-11b+.SLN#2, skin draining LN MHC IIhi langerin- CD103- CD11b+ dendritic cell	MHCIIhi CD11c+ Langerin- CD103- CD11b+	dissection/trimming
DC.IIhilang-103-11b+.SLN#3	GSM538276	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang-103-11b+.SLN#3	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang-103-11b+.SLN#3, skin draining LN MHC IIhi langerin- CD103- CD11b+ dendritic cell	MHCIIhi CD11c+ Langerin- CD103- CD11b+	dissection/trimming
DC.IIhilang-103-11blo.SLN#1	GSM538277	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang-103-11blo.SLN#1	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang-103-11blo.SLN#1, skin draining LN MHC IIhi langerin- CD103- CD11b- dendritic cell	MHCIIhi CD11c+ Langerin- CD103- CD11b-	dissection/trimming
DC.IIhilang-103-11blo.SLN#2	GSM538278	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang-103-11blo.SLN#2	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang-103-11blo.SLN#2, skin draining LN MHC IIhi langerin- CD103- CD11b- dendritic cell	MHCIIhi CD11c+ Langerin- CD103- CD11b-	dissection/trimming
DC.IIhilang-103-11blo.SLN#3	GSM538279	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang-103-11blo.SLN#3	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang-103-11blo.SLN#3, skin draining LN MHC IIhi langerin- CD103- CD11b- dendritic cell	MHCIIhi CD11c+ Langerin- CD103- CD11b-	dissection/trimming
DC.IIhilang+103-11b+.SLN#1	GSM538271	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang+103-11b+.SLN#1	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang+103-11b+.SLN#1, skin draining LN MHC IIhi langerin+  CD103- CD11b+ dendritic cell	MHCIIhi CD11c+ Langerin+ CD103- CD11b+	dissection/trimming
DC.IIhilang+103-11b+.SLN#2	GSM538272	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang+103-11b+.SLN#2	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang+103-11b+.SLN#2, skin draining LN MHC IIhi langerin+  CD103- CD11b+ dendritic cell	MHCIIhi CD11c+ Langerin+ CD103- CD11b+	dissection/trimming
DC.IIhilang+103-11b+.SLN#3	GSM538273	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang+103-11b+.SLN#3	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang+103-11b+.SLN#3, skin draining LN MHC IIhi langerin+  CD103- CD11b+ dendritic cell	MHCIIhi CD11c+ Langerin+ CD103- CD11b+	dissection/trimming
DC.IIhilang+103+11blo.SLN#1	GSM538268	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang+103+11blo.SLN#1	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang+103+11blo.SLN#1, skin draining LN MHC IIhi langerin+ CD103+ CD11blo dendritic cell	MHCIIhi CD11c+ Langerin+ CD103+ CD11b-	dissection/trimming
