GeneSymbol	VPK1	VPK2	VPK3	VPK4	WT1	WT2	WT3	WT4
NA	6.73173005	6.769106121	6.864160879	6.792773588	6.457532903	6.38457212	6.432705209	6.370069856
Pkn1	12.16811386	12.14092894	12.23329175	12.37785081	11.93205093	11.95184337	12.02624589	11.91072933
Cybc1	10.88234866	11.08106799	11.09831314	11.05648332	10.82042292	10.64201963	10.78419143	10.70624783
Tnfsf14	9.021944807	8.918378481	9.145450086	9.727750399	8.687695057	8.48581626	8.87780677	8.48621763
Alg11	8.16205888	8.099520296	8.12187178	8.062753076	8.482934382	8.599299251	8.270950057	8.458092064
Layn	7.811527556	7.781646889	7.595383418	7.831170285	8.265764694	7.945074658	8.256932685	8.083783361
Eif2b3	8.028906656	8.03490875	8.000299341	7.499900843	8.404857283	8.697607132	8.038894898	8.76029678
Il6st	10.88462561	10.60099045	10.88012844	11.49830652	10.5724442	10.1672374	10.54221354	10.19100748
Ankrd44	12.0337238	11.9319237	12.17564863	12.54401268	11.7649868	11.60962208	11.78284214	11.767709
Maf	8.094406199	7.754910155	8.360868012	9.095626285	7.790063118	7.41403755	7.746719463	7.637697969
4921507P07Rik	7.906286867	7.833606212	7.994236709	8.250945316	7.693153416	7.641775659	7.310278741	7.577814905
Tmem254	9.614563876	9.637973199	9.534704789	9.867849519	9.201165601	9.27091933	9.457744262	9.3068148
Agpat4	8.894560998	8.930127558	9.16152459	9.08126631	9.363684901	9.268646601	9.308806877	9.526339399
Irag2	11.19093093	11.27917189	11.29747737	11.34511841	11.04919547	11.0607703	11.06399775	11.00613194
Srxn1	9.849016579	10.04962924	10.12035972	9.900841422	10.24969316	10.258043	10.28346786	10.38642596
Lzts3	8.216855437	8.115216244	7.886896548	7.287099502	8.436607462	8.624521352	8.49407874	8.540845953
Rpl27	12.08938588	12.25800615	12.21198464	11.9936409	12.34935651	12.43127166	12.4557486	12.51427439
NA	6.357266526	6.545363836	6.835115927	7.032544829	6.162902938	5.95249566	6.307344763	6.305521273
Uaca	7.191826932	7.26370386	7.086587844	6.897289676	7.588814919	7.811391747	7.36544586	7.457803902
B430306N03Rik	11.93942936	12.00039651	12.32620102	12.12632922	11.52941123	11.78512379	11.7767943	11.79261872
Ralgds	10.55836018	10.76503134	10.45758484	9.675302524	10.94992931	11.42052309	10.85327692	11.19821781
Epc1	9.76736644	9.59631767	9.827287122	10.11978025	9.437549981	9.427794872	9.481793528	9.429014526
Morf4l2	11.0614099	11.21969	11.09623137	10.79064511	11.42754175	11.55535627	11.26922702	11.46438885
Stfa3	9.325311503	9.356912386	9.585152685	9.94421342	9.053874278	9.107523015	8.3997072	9.120683301
Slc4a2	10.62253066	10.73368276	10.70173721	10.55834461	10.41664307	10.44231428	10.37817887	10.35869653
Cdc42ep3	10.54017651	10.43341974	10.59469247	11.06013486	10.22402061	10.11518251	10.28118945	10.22567122
Lpgat1	11.6245942	11.5732509	11.67150488	12.20856825	11.3476714	11.3520829	11.22014682	11.31653174
Mex3b	7.446158078	7.511646842	7.384622751	7.659818921	7.073962441	7.128124868	7.192409309	7.158315964
Flot2	12.66022792	12.60693104	12.68609105	12.69158562	12.215966	12.38234401	12.5109534	12.38789145
Clic3	6.653444583	6.724720809	6.515460015	6.588477139	6.256696913	6.230916838	6.16323099	6.283020013
Rps13-ps2	9.395288404	9.386989955	9.542896464	9.416827095	9.69677489	9.641157094	9.773921005	9.735098486
Dgke	8.028906656	8.083645892	8.105139746	7.958196905	8.339130727	8.282868183	8.35662408	8.529315934
Psmd12	10.54594355	10.63175022	10.54873261	10.33533011	10.88947138	10.94350001	10.67045169	10.93572207
9930111J21Rik1	10.79708147	10.57329333	10.77472202	11.35466421	10.52113785	10.19377131	10.3172184	10.39274997
Syn1	6.976984185	6.906065138	7.1103254	7.006652612	6.381968065	6.587100946	6.708554689	6.690846979
Uqcrc2	10.89595674	10.91964678	10.94634763	10.94477402	11.26694571	11.1223008	11.11027184	11.16105285
Tgm1	9.378111578	9.545824981	9.751607345	9.446214441	9.015207335	9.050399965	9.295291034	9.221527652
Xpc	9.887409437	9.956866944	10.10248053	10.45003448	9.58182796	9.463976788	9.848194793	9.640726821
Mical2	8.34293319	8.639070586	8.379450786	8.266398627	8.019380744	8.129237922	7.918590002	8.07315
Sil1	8.373857056	8.401314661	8.170899105	8.219519112	8.606517514	8.501482849	8.754439477	8.710227692
Rassf2	11.69502956	11.68267543	11.76575206	12.28200031	11.42411698	11.35368713	11.42945228	11.4361073
Arfgef3	7.989225272	7.794822194	7.72694238	7.77397131	8.274597202	8.29193407	7.994284971	8.224734746
Gpr160	9.844339814	9.757795146	9.90236747	10.02722256	9.638759875	9.177075425	9.594509516	9.463532789
Fbxo17	7.446158078	7.462282637	7.79878729	7.912744901	6.961936338	6.636332935	7.48586069	6.977572951
Ovgp1	6.669536888	6.453021078	6.643943503	6.939451278	6.381968065	6.075220465	6.261735646	6.212116767
Rnf10	12.80305067	12.73509654	12.90282896	12.89271679	12.50030825	12.57639773	12.65989268	12.57620585
Cd80	8.835833987	8.894586186	9.264310956	8.935535691	8.498045614	8.66327269	8.6193586	8.633449735
Lrrk2	11.40377379	11.33409916	11.8023876	12.52564632	11.05679867	10.94065601	11.13759164	11.24729575
Zfp692	9.213494113	9.029007588	8.640045937	8.439708858	8.292097514	8.371002825	8.42493972	8.215123875
Ldha	14.00264223	14.1903673	14.24579066	13.75086484	14.49822578	14.3931527	14.40813481	14.50803211
Dedd2	11.00950034	10.94867519	11.05609584	11.42544489	10.57421167	10.37541711	10.87760013	10.7113154
Socs3	11.05670613	10.90416963	10.96319963	11.23507401	10.58914829	10.6101511	10.8821154	10.41051871
Fhip1a	7.76496845	7.895912764	8.264089918	8.256115324	7.095213154	7.528809002	7.57339498	7.750079611
5830428M24Rik	7.637410957	7.428327838	7.873702655	7.912744901	7.084632529	6.728789266	7.494058773	7.189512329
NA	6.620554375	6.413688144	6.475772689	6.383518088	6.187274651	5.84502656	6.08144347	6.079943979
Hsdl2	10.12182554	10.07619937	10.16079127	10.05239441	10.36651885	10.32066345	10.44889385	10.29484504
Cystm1	8.264878846	8.656900168	8.581253453	8.649833543	7.529689251	8.193693148	8.154684247	8.078476813
Slc15a3	10.63250176	10.66274355	10.7850994	10.89493364	11.0267877	10.97093889	11.38136666	11.12036752
Zdhhc18	11.43154669	11.52348131	11.43724521	11.4534788	10.93212553	11.26667183	11.23375236	11.13111965
Pkd2	7.942441517	7.895912764	7.85367212	7.865747911	8.265764694	8.241332354	8.134333051	8.166055919
Mon1b	10.21891406	10.16303706	10.21555357	10.40593168	10.00291167	10.00914313	9.9521593	9.895238002
Abcc5	12.07484001	11.95606413	11.98932945	12.02685571	12.25778874	12.17600954	12.27075994	12.22330055
Pvr	8.519068559	8.30924606	8.176242075	7.964570007	8.713755691	8.848733109	8.501995012	8.747116289
Mocos	11.20618102	11.07449882	11.44544462	11.58297205	10.89513779	10.66115355	11.09673912	10.83949818
Pogk	7.688445122	7.720737356	7.440515073	7.019665972	8.101450697	8.222470303	7.69840756	8.219937539
Clk1	10.81947093	10.68361737	11.00078256	11.27017638	10.63897405	10.34022678	10.52016862	10.52048195
Igf1r	10.92574478	10.90491042	10.99632399	11.42996709	10.57597698	10.74179666	10.38349839	10.71720513
Erp27	6.669536888	6.330142698	6.553730862	6.588477139	6.112033356	6.254432745	6.022109018	6.108042493
Bcap29	9.455885612	9.532439315	9.383223702	9.072580627	9.821198033	9.995493087	9.515188189	9.952046303
Synj1	11.47197598	11.34451041	11.4459896	11.83135288	11.19699692	11.11978877	11.15759192	11.13803443
NA	9.610895093	9.493492416	9.660476348	9.718523946	9.377954137	9.396930509	9.209003343	9.281984928
Gdpd1	6.439444786	6.433541556	6.052627835	6.405917652	6.961936338	6.603754857	6.980243099	6.659500174
Arhgef1	13.52068513	13.49838553	13.56673845	13.50774724	13.04245491	13.2207892	13.4005676	13.18660119
Rgs19	12.46109054	12.41571216	12.5278019	12.45391803	12.16089422	12.28398484	12.2819051	12.22772633
Zfp592	10.95925706	10.83200022	10.88254654	11.09543902	10.69039759	10.64987787	10.63966818	10.68665542
Gpld1	6.378444083	6.082072066	6.275368796	6.511169596	5.831771699	5.91845869	5.923701193	5.922437868
NA	6.71649429	6.137484169	6.849726405	7.019665972	5.868794088	5.91845869	6.284811999	6.305521273
Gm10131	9.300446177	9.489538992	9.317851059	9.034320988	9.620032088	9.803579845	9.56292901	9.715030176
Entpd1	10.61614931	10.53647246	11.0431858	11.1278131	10.3156448	10.10885825	10.57698439	10.28013674
Acp2	10.18481002	9.985188495	10.06177752	10.1000356	10.43815707	10.42816581	10.25588622	10.34571607
Npl	7.366734262	7.41101937	7.265177388	7.328432972	7.73923402	7.63453133	7.57339498	7.847658485
Mmrn2	5.891819893	5.766996757	5.874681947	5.960675339	5.1329314	5.61031437	5.374072538	5.373678634
Snx11	9.316319375	9.426826482	9.387781131	9.372763963	9.128206915	9.135251541	9.078213426	9.128307877
Asxl1	11.5063836	11.42002843	11.59691253	12.033185	11.170961	11.2081648	11.1785426	11.28289649
Notch1	13.14151701	12.84065819	13.13546727	13.37276553	12.77603101	12.70636741	12.6219396	12.83768619
Bag2	7.496587047	7.635048329	7.222801974	6.868345767	7.897986019	8.082808439	7.67001212	7.897002305
Kirrel3	5.853686361	5.720626023	6.052627835	6.154639184	5.601333244	5.3724382	5.549636435	5.473006687
Rpl36a	11.43310286	11.64681993	11.58409662	11.47497313	11.72499064	11.91971673	12.06844639	11.78021763
Mindy1	11.55292933	11.45180014	11.7865546	11.83391433	11.22144403	11.12668634	11.44631703	11.28799206
Tsc22d3	9.573682633	9.477612984	9.737409018	10.09291779	9.252991766	9.112604687	9.443527189	9.228635074
Brd3	11.12055848	10.97431025	11.00892096	11.36119048	10.70821244	10.89804205	10.6235769	10.7594047
NA	6.419512241	6.433541556	6.711235003	6.569657927	5.937334806	6.182002646	5.957953677	6.283020013
Rrad	6.142161656	6.308109139	6.113856773	6.030625206	6.656546216	6.553017865	6.645768713	6.390687826
Mgarp	5.723433949	5.549920506	5.788663838	5.695118555	6.162902938	5.762331501	6.452173784	6.236354663
Hrh2	9.220744187	8.944679245	9.313065557	9.566349835	8.70078506	8.760644003	8.977287687	8.849295802
Smim6	6.439444786	6.754498058	6.77480933	6.868345767	5.903897585	6.206787897	6.452173784	6.283020013
Cd6	6.357266526	6.163909605	6.224651938	6.550509975	5.868794088	5.95249566	6.022109018	5.668797678
Ak8	7.709744154	7.582444101	7.880315369	7.958196905	7.499121149	7.106608423	7.510305741	7.158315964
Tmem154	12.93263212	12.93666758	13.36499948	13.30284442	12.57874121	12.55192113	12.92106153	12.70727409
NA	11.83501009	11.92354265	12.16807214	11.94983681	12.35347723	12.12338364	12.42565933	12.3963034
Coro1a	14.19496532	14.49185965	14.4485075	14.37987667	14.02673712	14.06810601	14.14999917	14.11749741
Phactr2	10.36746365	10.20577144	10.54974748	11.07392702	10.04815321	9.974772186	10.02752352	10.08561993
Rps26-ps1	8.930443869	8.998661902	8.850249877	8.725883945	9.108759378	9.250333864	9.239916126	9.170763147
Rtcb	10.50705339	10.57608712	10.60155963	10.37223932	10.72421889	10.84579305	10.76149673	10.84719139
Znrf1	11.19582853	11.23567551	11.20391102	11.44400828	10.79109051	10.75318905	11.16316738	10.74794298
Msrb1	13.34228068	13.25075131	13.65186049	13.61835432	12.8775242	12.96415957	13.30925027	12.94066222
Aars	11.73468763	11.78035038	11.44380847	11.19578015	12.02379108	12.0523958	11.9205014	11.98371997
Slc3a2	11.84595457	11.831886	11.77749038	11.51383251	11.99572341	12.23840622	11.98452379	12.19916381
Sesn3	8.260149715	8.371288097	8.327746928	9.118306644	8.040355891	7.798570051	8.044371897	8.001981507
Ccdc58	7.983462852	8.151168828	7.919340189	7.675602972	8.234406275	8.481872368	8.247509485	8.445864914
Mmp12	10.41025171	10.73618259	10.70082394	10.99371287	11.0960707	11.03966249	11.34367471	11.14491621
Gm6576	8.625386724	8.56164087	8.365536708	8.148912655	8.866642729	8.985365996	8.850270219	8.696572938
Baz2b	11.45011083	11.3505038	11.66636972	12.08714434	11.09237625	11.15762969	10.97592269	11.31653174
NA	6.533793626	6.879896611	7.365454559	7.142876785	6.475593813	6.443783123	6.629513138	6.370069856
Rps13-ps1	9.118334611	9.009771376	9.244335134	9.157152527	9.419929647	9.380193984	9.453696589	9.412478847
Fam227a	6.603739597	6.330142698	6.475772689	6.511169596	6.211003366	5.985037623	6.136821603	5.922437868
Pgam1	14.10135398	14.16894853	14.22435219	13.91498214	14.36323297	14.39879589	14.39028977	14.41239192
Cxcl1	5.55192645	5.47379457	5.382602196	5.569492639	5.969306914	5.882721538	6.261735646	5.668797678
Pdlim5	10.66730817	10.62995888	10.84336171	11.08615653	10.48212888	10.32721413	10.46504015	10.46054146
Trim12a	9.601681944	9.433016592	9.742749834	10.22378642	9.230688609	8.805369103	9.459763827	9.145942188
Pik3r5	11.70837044	11.5894663	11.70284997	11.75861979	11.3783331	11.36645709	11.5605604	11.32040524
Camk1d	8.894560998	8.576718792	8.970874686	9.907349981	8.720196927	8.169252551	8.303123906	8.330778781
Snn	6.335628821	6.413688144	6.299743103	6.030625206	6.594139937	6.603754857	6.992350855	6.690846979
Adarb1	5.853686361	5.958505048	5.688470549	5.695118555	6.234131489	6.230916838	6.188874709	6.212116767
B4galt3	10.28708898	10.2425911	10.3275113	10.25472626	9.735245151	10.05065388	10.09265417	9.9011688
Cdk2	11.72286187	11.69557375	11.57814296	11.56663724	11.34818781	11.49170193	11.33107205	11.33743533
A730008H23Rik	12.80825586	12.70224415	12.54392666	12.83400838	12.52380927	12.43909945	12.3203873	12.37863436
C1galt1c1	9.641785181	9.534359208	9.818885002	10.04503651	9.470253968	9.358994979	9.363790657	9.28879947
G6pdx	13.90595096	13.91099423	14.03895438	13.9613027	13.6263552	13.79717292	13.73124668	13.70522605
Prkcb	11.49550193	11.46391338	11.63612429	12.12667744	11.31634362	11.17285587	11.14449807	11.24438605
Taf8	9.732350201	9.599988212	9.628127236	9.673393528	9.261816742	9.361129032	9.507400205	9.335615395
Eef1a1	16.87311094	16.84224022	16.81428608	16.91786943	17.14891529	17.01213814	17.25924899	17.06649539
NA	6.335628821	6.137484169	6.224651938	6.237273154	5.750566437	6.016251161	5.766568667	5.719279814
Rxylt1	8.278971527	8.295588199	8.365536708	8.080415633	8.620373371	8.584682805	8.509867271	8.600804221
Dctd	6.976984185	6.893051537	6.678085971	6.183033169	7.105705974	7.663279427	7.085196777	7.44095664
Trap1	10.45180562	10.54695344	10.30724641	9.857802589	10.83597352	10.90023953	10.63699874	10.78686669
Gpr137c	6.790754182	6.372784461	6.608733552	6.744998763	6.162902938	6.182002646	6.213808272	6.327511404
Mycl	6.026878477	6.330142698	5.986396476	6.125297447	5.792505681	5.546825026	5.766568667	5.668797678
Atp8a1	10.72436159	10.65219218	10.94171724	11.43503768	10.50083633	10.2952729	10.52595206	10.41155713
Ggt1	8.283637876	7.901991429	8.71118527	8.471070403	7.679696278	7.575136871	7.819351672	8.089069804
NA	9.664966973	9.58524944	9.501462698	9.566349835	9.359581771	9.266370264	9.308806877	9.337807052
Zscan29	10.3278368	10.22489264	10.51379468	10.75863775	10.00422422	9.964999381	10.19061216	10.04736777
Rps6-ps4	13.43579194	13.37980865	13.52557176	13.42805671	13.66105467	13.64064627	13.68947321	13.62417866
Zswim8	11.42634729	11.27344762	11.3119003	11.42883787	10.95332805	11.0969814	11.1109131	11.17517859
Psma1	11.49599834	11.55543671	11.61398684	11.43896919	11.81962815	11.80088815	11.67554566	11.8210164
Clk4	10.14735087	9.945380398	10.16344677	10.35925047	9.775791548	9.754157219	9.80282125	9.923194078
Dvl1	10.08399101	10.07751509	10.14609786	10.04503651	9.703258514	9.950922094	9.817056474	9.748323414
Maml1	10.9389512	10.81869578	10.88174095	11.23119246	10.5724442	10.59666172	10.67653027	10.66418198
Eif2s1	10.89445106	11.03105385	10.8524361	10.58495716	11.28378037	11.44781624	10.97943858	11.37356937
Efcab14	10.38150964	10.44772904	10.35912201	10.69052478	10.18983182	10.22334173	10.01111364	10.11652591
Rpl22	11.4132662	11.67357749	11.70011146	11.48966836	11.84179828	11.86340365	12.03268905	11.83423452
Sytl1	8.78443156	9.045292249	9.050785046	8.880137907	8.38056724	8.617360644	8.741160745	8.540845953
NA	8.211961493	7.833606212	7.988147501	8.020648278	7.706478897	7.641775659	7.633662722	7.673823897
Pkd2l2	7.758186154	7.6052398	7.741616255	7.802868607	7.116112598	7.464439234	7.477611998	7.297848846
Tmem104	10.67609913	10.68275364	10.75989166	10.82882405	10.45168241	10.47708935	10.46001384	10.56595565
Col4a2	6.926628693	7.063779295	6.986880947	6.360610174	7.475728013	7.824094898	7.027981122	7.474440759
Ntng2	10.73196953	10.62726769	10.9080903	10.87018442	10.14532722	10.37541711	10.5963523	10.46054146
Orai1	11.51277529	11.58068628	11.73531279	11.53707457	11.12167015	11.29644952	11.43355885	11.2403026
P2ry2	8.523006156	8.56164087	8.662897953	8.75156931	8.849139049	8.905551556	8.951621557	9.153433758
Aff1	12.09004358	11.97452544	12.06967047	12.36845899	11.77960828	11.84184913	11.63198621	11.85726916
Rps6	14.34521333	14.36002065	14.41814326	14.26421027	14.53463227	14.57980379	14.63550836	14.52820532
Sod1	10.76777443	10.92549941	10.7962579	10.71018343	11.05932418	11.04496848	11.0745561	11.02456752
Dyrk1b	8.523006156	8.467640511	8.55703704	8.808595132	8.066138166	7.824094898	8.482120702	7.897002305
A530032D15Rik	7.222662967	7.214037231	7.458634913	7.667733857	6.671621551	7.051158758	6.91785129	7.082411968
Vps37b	9.942414473	9.976750396	9.891191915	10.04208278	9.466444887	9.845283646	9.588986691	9.597521468
Golim4	11.13784007	11.26135217	11.56866577	12.00542903	10.83597352	11.07120945	10.9373945	11.02930889
Cryzl2	7.202187832	7.193623354	7.403516744	7.244412808	7.752119305	7.41403755	7.912592303	7.593036225
Acat2	10.01216628	10.22251633	9.926026738	9.646397896	10.3736421	10.43424646	10.27776508	10.38959144
Gm7901	8.650766802	9.05336556	8.473189829	7.912744901	9.015207335	9.448008424	9.199355951	9.279706196
Ptpn3	7.471610817	7.649710222	7.704631574	7.865747911	7.369317959	7.352704875	7.171675041	7.297848846
Eif3c	12.80725632	12.87507806	12.71734727	12.65656575	13.0757272	13.11867869	12.9212443	13.03996608
Asb7	9.66142479	9.625422773	9.763916906	10.29248923	9.433653003	9.396930509	9.308806877	9.387312485
Prpf40b	6.73173005	6.769106121	6.495801433	6.263243946	6.901868247	7.288371928	6.980243099	7.013507387
Ly6c2	15.67254875	15.76344937	15.65332107	15.53955133	15.28849545	15.40427801	15.50480006	15.31063435
Gm7324	9.539346807	9.721201682	9.419284158	9.200294502	9.886728326	10.06901535	9.731123325	9.889282655
Eef2	15.82392987	15.77440651	15.69081425	15.76436079	15.99177801	15.93012837	16.03765931	15.9453648
Adora2b	8.979782266	9.603649402	9.673587796	8.747928227	9.798673976	10.04403904	9.934861902	9.926105473
Sp140	12.08477354	12.11620057	12.38563725	12.70493926	11.65826324	11.72483696	12.10912647	11.80609843
Tmcc1	11.85990512	11.96957829	12.08409553	12.43126234	11.74630315	11.4814666	11.73996482	11.69157207
Adar	11.07874791	11.04187007	10.9866162	11.04915236	10.8802157	10.83127823	10.76964306	10.79006339
Pabpc1l	7.048870251	7.108551434	7.449605829	7.407391403	6.812429285	6.919731352	6.91785129	6.765666531
Skint3	6.290865735	6.110229208	6.455356141	6.953187972	6.13784051	5.666061453	5.923701193	5.956638439
Lrp8	10.959977	11.02697676	10.67501469	10.27498965	11.2570798	11.68461566	10.92577817	11.57690863
Hacd4	11.20496693	10.98485846	11.62894282	12.15597334	10.85717607	10.2986102	11.15199482	10.74052631
Xk	8.483128656	8.491732019	8.481801533	8.552849725	8.234406275	8.305424306	8.118872914	8.156032682
Mfsd4b4	7.212466031	7.119501158	7.1103254	7.20027201	7.537223648	7.480824542	7.460960079	7.482682033
